# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-F" "GFF" "-a" "GCF_000006945.2_ASM694v2_genomic.gff" "-o" "analysis_results/counts/gene_counts.txt" "-t" "gene" "-g" "locus_tag" "analysis_results/aligned/ERR12322786_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analysis_results/aligned/ERR12322786_sorted.bam
STM2885	NC_003197.2	3029121	3030909	-	1789	4672
STM2886	NC_003197.2	3030905	3031414	-	510	1288
STM2887	NC_003197.2	3031540	3032617	-	1078	2908
STM2888	NC_003197.2	3032597	3033394	-	798	1749
STM2889	NC_003197.2	3033392	3033656	-	265	391
STM2890	NC_003197.2	3033678	3034357	-	680	1559
STM2891	NC_003197.2	3034342	3035261	-	920	2281
STM2892	NC_003197.2	3035253	3036271	-	1019	2580
STM2893	NC_003197.2	3036263	3036711	-	449	668
STM2894	NC_003197.2	3036684	3037979	-	1296	3533
STM2895	NC_003197.2	3037976	3038390	-	415	783
STM2896	NC_003197.2	3038407	3040471	-	2065	5870
STM2897	NC_003197.2	3040489	3041615	-	1127	2873
STM2898	NC_003197.2	3041604	3043292	-	1689	4412
STM2899	NC_003197.2	3043289	3043939	-	651	1786
STM2900	NC_003197.2	3044391	3044839	+	449	1709
STM2901	NC_003197.2	3045264	3045719	+	456	1202
STM2902	NC_003197.2	3045704	3046051	+	348	1076
STM2903	NC_003197.2	3046324	3046656	-	333	0
STM2904	NC_003197.2	3047331	3047629	+	299	0
STM2905	NC_003197.2	3047621	3048153	+	533	412
STM2906	NC_003197.2	3048226	3048418	-	193	805
STM2907	NC_003197.2	3048768	3049434	+	667	2325
STM2908	NC_003197.2	3049606	3050134	-	529	1796
STM2909	NC_003197.2	3050270	3052853	+	2584	7871
STM2910	NC_003197.2	3052909	3053296	-	388	916
STM2911	NC_003197.2	3053286	3054501	-	1216	3583
STM2912	NC_003197.2	3054582	3055514	+	933	2698
STM2913	NC_003197.2	3055556	3057059	-	1504	4144
STM2914	NC_003197.2	3057049	3058006	-	958	2491
STM2915	NC_003197.2	3058039	3058829	-	791	2053
STM2916	NC_003197.2	3058820	3059473	-	654	1409
STM2917	NC_003197.2	3059455	3060728	-	1274	3469
STM2918	NC_003197.2	3060711	3061645	-	935	3012
STM2919	NC_003197.2	3061819	3062595	+	777	2425
STM2920	NC_003197.2	3062614	3063025	-	412	1298
STM2921	NC_003197.2	3063183	3063782	+	600	1722
STM2922	NC_003197.2	3063774	3065209	+	1436	4118
STM2923	NC_003197.2	3065213	3065456	+	244	424
STM2924	NC_003197.2	3065501	3066506	-	1006	3004
STM2925	NC_003197.2	3066556	3067808	-	1253	3316
STM2926	NC_003197.2	3067865	3068508	-	644	1676
STM2927	NC_003197.2	3068485	3069256	-	772	1744
STM2928	NC_003197.2	3069227	3070287	-	1061	2782
STM2929	NC_003197.2	3070273	3070766	-	494	1024
STM2930	NC_003197.2	3070752	3071474	-	723	1854
STM2931	NC_003197.2	3071481	3071803	-	323	966
STM2932	NC_003197.2	3071983	3072349	-	367	1107
STM2933	NC_003197.2	3072357	3072975	-	619	1428
STM2934	NC_003197.2	3072949	3074399	-	1451	3914
STM2935	NC_003197.2	3074398	3075386	-	989	2763
STM2936	NC_003197.2	3075546	3076603	+	1058	3916
STM2937	NC_003197.2	3078251	3078559	-	309	161
STM2938	NC_003197.2	3078544	3079477	-	934	404
STM2939	NC_003197.2	3079461	3080122	-	662	0
STM2940	NC_003197.2	3080093	3080851	-	759	126
STM2941	NC_003197.2	3080850	3081921	-	1072	316
STM2942	NC_003197.2	3081922	3082490	-	569	0
STM2943	NC_003197.2	3082479	3084035	-	1557	116
STM2944	NC_003197.2	3084047	3086721	-	2675	0
STM2945	NC_003197.2	3087148	3088108	+	961	3117
STM2946	NC_003197.2	3088196	3088939	-	744	2208
STM2947	NC_003197.2	3089006	3090731	-	1726	5054
STM2948	NC_003197.2	3090718	3092582	-	1865	5805
STM2949	NC_003197.2	3092941	3093303	+	363	1284
STM2950	NC_003197.2	3093391	3094196	-	806	2637
STM2951	NC_003197.2	3096564	3097244	-	681	2818
STM2952	NC_003197.2	3097371	3098681	-	1311	4225
STM2953	NC_003197.2	3098752	3100399	-	1648	5467
STM2954	NC_003197.2	3100617	3101417	-	801	2725
STM2955	NC_003197.2	3102447	3102808	-	362	1244
STM2956	NC_003197.2	3102887	3105310	-	2424	6811
STM2957	NC_003197.2	3105173	3106475	-	1303	3476
STM2958	NC_003197.2	3106516	3109282	+	2767	8354
STM2959	NC_003197.2	3109326	3110474	-	1149	3564
STM2960	NC_003197.2	3110546	3111898	-	1353	4149
STM2961	NC_003197.2	3111907	3113260	-	1354	3807
STM2962	NC_003197.2	3113244	3114615	-	1372	4336
STM2963	NC_003197.2	3115083	3115548	-	466	1494
STM2964	NC_003197.2	3115551	3116333	-	783	2014
STM2965	NC_003197.2	3116333	3116674	-	342	725
STM2966	NC_003197.2	3116703	3117057	-	355	1160
STM2967	NC_003197.2	3117274	3117828	-	555	2107
STM2968	NC_003197.2	3117868	3118736	+	869	2904
STM2969	NC_003197.2	3118838	3120213	+	1376	4576
STM2970	NC_003197.2	3120766	3122067	+	1302	4370
STM2971	NC_003197.2	3122115	3123493	+	1379	4416
STM2972	NC_003197.2	3123584	3124419	+	836	3059
STM2973	NC_003197.2	3124511	3125672	-	1162	4076
STM2974	NC_003197.2	3125676	3126333	-	658	2034
STM2976	NC_003197.2	3128214	3130001	+	1788	5830
STM2977	NC_003197.2	3130090	3131520	+	1431	4314
STM2978	NC_003197.2	3131509	3131944	+	436	1025
STM2979	NC_003197.2	3131988	3132712	+	725	1950
STM2980	NC_003197.2	3132771	3133884	-	1114	3355
STM2981	NC_003197.2	3133864	3134271	-	408	801
STM2982	NC_003197.2	3134278	3135307	-	1030	3077
STM2983	NC_003197.2	3135542	3135781	-	240	1087
STM2984	NC_003197.2	3135952	3137167	+	1216	4121
STM2985	NC_003197.2	3137147	3137610	+	464	1418
STM2986	NC_003197.2	3137905	3138797	+	893	2731
STM2987	NC_003197.2	3138849	3139663	-	815	2670
STM2988	NC_003197.2	3139765	3140878	-	1114	3897
STM2989	NC_003197.2	3141070	3141143	+	74	307
STM2990	NC_003197.2	3141176	3141249	+	74	177
STM2991	NC_003197.2	3141362	3142622	-	1261	4367
STM2992	NC_003197.2	3142836	3144179	+	1344	4341
STM2993	NC_003197.2	3144282	3146128	-	1847	5914
STM2994	NC_003197.2	3146114	3149659	-	3546	11138
STM2995	NC_003197.2	3149652	3152551	-	2900	9380
STM2996	NC_003197.2	3152718	3156100	-	3383	10823
STM2997	NC_003197.2	3156105	3156436	-	332	455
STM2998	NC_003197.2	3156410	3156831	-	422	691
STM2999	NC_003197.2	3156814	3157388	-	575	1140
STM3000	NC_003197.2	3157368	3157838	-	471	1444
STM3001	NC_003197.2	3158023	3158825	-	803	2597
STM3002	NC_003197.2	3158824	3159709	-	886	2662
STM3003	NC_003197.2	3159915	3162181	-	2267	7355
STM3004	NC_003197.2	3162174	3162715	-	542	1755
STM3005	NC_003197.2	3163375	3164082	+	708	2962
STM3006	NC_003197.2	3164250	3164977	+	728	2715
STM3007	NC_003197.2	3165135	3165365	+	231	1035
STM3008	NC_003197.2	3165544	3166596	+	1053	3556
STM3009	NC_003197.2	3166683	3167898	-	1216	3338
STM3010	NC_003197.2	3167878	3170049	-	2172	7100
STM3011	NC_003197.2	3170619	3171658	+	1040	3154
STM3012	NC_003197.2	3171660	3172691	+	1032	2918
STM3013	NC_003197.2	3172701	3173975	-	1275	3586
STM3014	NC_003197.2	3174070	3175016	+	947	2483
STM3015	NC_003197.2	3174988	3175707	-	720	2222
STM3016	NC_003197.2	3175808	3177396	-	1589	5433
STM3017	NC_003197.2	3177580	3178352	-	773	2396
STM3018	NC_003197.2	3178398	3179243	-	846	2851
STM3019	NC_003197.2	3179664	3180851	-	1188	4263
STM3020	NC_003197.2	3180965	3181833	-	869	2856
STM3021	NC_003197.2	3181899	3182387	+	489	1572
STM3022	NC_003197.2	3182529	3183758	+	1230	3700
STM3023	NC_003197.2	3183789	3184072	-	284	766
STM3024	NC_003197.2	3184170	3185049	+	880	2976
STM3025	NC_003197.2	3185259	3186024	-	766	2685
STM3026	NC_003197.2	3186660	3187743	-	1084	0
STM3027	NC_003197.2	3187733	3188483	-	751	2007
STM3028	NC_003197.2	3188517	3191023	-	2507	7792
STM3029	NC_003197.2	3191126	3191849	-	724	2496
STM3030	NC_003197.2	3192429	3193077	-	649	2185
STM3031	NC_003197.2	3193108	3193651	-	544	1698
STM3032	NC_003197.2	3194324	3194788	-	465	1773
STM3033	NC_003197.2	3195162	3195568	-	407	894
STM3034	NC_003197.2	3195560	3195794	-	235	0
STM3035	NC_003197.2	3195957	3196215	+	259	0
STM3036	NC_003197.2	3196483	3197296	+	814	2743
STM3037	NC_003197.2	3197431	3197501	-	71	335
STM3038	NC_003197.2	3197581	3198339	-	759	2609
STM3039	NC_003197.2	3198593	3199149	+	557	2002
STM3040	NC_003197.2	3199225	3200753	-	1529	4569
STM3041	NC_003197.2	3200752	3201633	-	882	2928
STM3042	NC_003197.2	3201955	3203704	-	1750	5512
STM3043	NC_003197.2	3203694	3204423	-	730	1890
STM3044	NC_003197.2	3204431	3205339	-	909	2614
STM3045	NC_003197.2	3205420	3205961	+	542	1575
STM3046	NC_003197.2	3206014	3206441	-	428	1027
STM3047	NC_003197.2	3206408	3206684	-	277	770
STM3048	NC_003197.2	3206911	3207904	+	994	3439
STM3049	NC_003197.2	3208020	3208691	-	672	2509
STM3050	NC_003197.2	3208843	3209169	-	327	1375
STM3051	NC_003197.2	3209313	3210746	+	1434	4831
STM3052	NC_003197.2	3210794	3211694	-	901	3109
STM3053	NC_003197.2	3212143	3215031	-	2889	9359
STM3054	NC_003197.2	3215179	3215582	-	404	1279
STM3055	NC_003197.2	3215594	3216838	-	1245	4160
STM3056	NC_003197.2	3217143	3218357	-	1215	4056
STM3057	NC_003197.2	3218471	3219663	-	1193	3610
STM3058	NC_003197.2	3219646	3220976	-	1331	3792
STM3059	NC_003197.2	3220988	3221572	-	585	1830
STM3060	NC_003197.2	3221721	3222062	+	342	1575
STM3061	NC_003197.2	3222342	3222904	+	563	2273
STM3062	NC_003197.2	3223285	3224530	-	1246	3990
STM3063	NC_003197.2	3224783	3225457	-	675	2514
STM3064	NC_003197.2	3225578	3226489	+	912	3191
STM3065	NC_003197.2	3226755	3227512	-	758	2747
STM3066	NC_003197.2	3227595	3228243	-	649	2335
STM3067	NC_003197.2	3228430	3229302	-	873	2925
STM3068	NC_003197.2	3229517	3230610	-	1094	3249
STM3069	NC_003197.2	3230698	3231872	-	1175	3851
STM3070	NC_003197.2	3231883	3233099	-	1217	3771
STM3071	NC_003197.2	3233298	3233728	+	431	1437
STM3072	NC_003197.2	3233748	3234332	+	585	1387
STM3073	NC_003197.2	3234333	3235040	+	708	1727
STM3074	NC_003197.2	3235022	3235705	+	684	1548
STM3075	NC_003197.2	3235693	3236355	+	663	2013
STM3076	NC_003197.2	3236399	3238401	-	2003	6922
STM3077	NC_003197.2	3238653	3239424	+	772	2914
STM3078	NC_003197.2	3239525	3240457	-	933	3485
STM3079	NC_003197.2	3240650	3241606	-	957	0
STM3080	NC_003197.2	3241820	3242299	-	480	0
STM3081	NC_003197.2	3242332	3243343	-	1012	0
STM3082	NC_003197.2	3243353	3244380	-	1028	0
STM3083	NC_003197.2	3244372	3245852	-	1481	0
STM3084	NC_003197.2	3247104	3247910	-	807	0
STM3085	NC_003197.2	3248058	3248795	-	738	0
STM3086	NC_003197.2	3248933	3251005	-	2073	6480
STM3087	NC_003197.2	3250918	3251049	-	132	51
STM3088	NC_003197.2	3251170	3251347	+	178	418
STM3089	NC_003197.2	3251344	3251654	-	311	565
STM3090	NC_003197.2	3251684	3252853	+	1170	3767
STM3091	NC_003197.2	3253334	3254740	+	1407	4391
STM3092	NC_003197.2	3254819	3255316	+	498	1561
STM3093	NC_003197.2	3255348	3256118	+	771	2273
STM3094	NC_003197.2	3256128	3256926	+	799	2095
STM3095	NC_003197.2	3256934	3257893	+	960	3121
STM3096	NC_003197.2	3258095	3258672	+	578	1686
STM3097	NC_003197.2	3258658	3259088	+	431	1005
STM3098	NC_003197.2	3259135	3259824	-	690	2207
STM3099	NC_003197.2	3259953	3260945	-	993	3026
STM3100	NC_003197.2	3260944	3261655	+	712	2023
STM3101	NC_003197.2	3261664	3262240	+	577	1215
STM3102	NC_003197.2	3262225	3262527	+	303	462
STM3103	NC_003197.2	3262525	3263128	+	604	1237
STM3104	NC_003197.2	3263105	3264257	+	1153	3655
STM3105	NC_003197.2	3264348	3265374	-	1027	3297
STM3106	NC_003197.2	3265488	3266704	-	1217	3646
STM3107	NC_003197.2	3266723	3267453	-	731	2027
STM3108	NC_003197.2	3267492	3267830	-	339	607
STM3109	NC_003197.2	3267818	3268554	-	737	2224
STM3110	NC_003197.2	3268692	3269744	+	1053	3434
STM3111	NC_003197.2	3269761	3270047	+	287	877
STM3112	NC_003197.2	3270160	3271245	+	1086	3323
STM3113	NC_003197.2	3271265	3272718	+	1454	4271
STM3114	NC_003197.2	3272780	3275026	-	2247	7192
STM3115	NC_003197.2	3275329	3276047	+	719	2679
STM3116	NC_003197.2	3276153	3276225	+	73	570
STM3117	NC_003197.2	3276387	3276826	-	440	1213
STM3118	NC_003197.2	3276832	3278170	-	1339	3476
STM3119	NC_003197.2	3278182	3278716	-	535	1259
STM3120	NC_003197.2	3278733	3279583	-	851	2418
STM3121	NC_003197.2	3279662	3280545	+	884	2697
STM3122	NC_003197.2	3280593	3282338	-	1746	5236
STM3123	NC_003197.2	3282401	3283592	-	1192	3907
STM3124	NC_003197.2	3284090	3284780	+	691	2214
STM3125	NC_003197.2	3284884	3285445	-	562	1460
STM3126	NC_003197.2	3285419	3286924	-	1506	4819
STM3127	NC_003197.2	3287127	3287509	-	383	1356
STM3128	NC_003197.2	3287516	3288828	-	1313	3965
STM3129	NC_003197.2	3288967	3290463	+	1497	4993
STM3130	NC_003197.2	3290599	3290989	-	391	1076
STM3131	NC_003197.2	3290979	3291471	-	493	1435
STM3132	NC_003197.2	3292190	3293120	-	931	3080
STM3133	NC_003197.2	3293152	3294035	-	884	2650
STM3134	NC_003197.2	3294426	3295741	-	1316	4382
STM3135	NC_003197.2	3296082	3297319	+	1238	4248
STM3136	NC_003197.2	3297418	3298902	+	1485	4323
STM3137	NC_003197.2	3298901	3300326	+	1426	4669
STM3138	NC_003197.2	3300626	3301691	-	1066	3682
STM3139	NC_003197.2	3302354	3304221	-	1868	6022
STM3140	NC_003197.2	3304428	3305303	+	876	3108
STM3141	NC_003197.2	3305371	3306087	-	717	2127
STM3142	NC_003197.2	3306081	3307138	-	1058	2883
STM3143	NC_003197.2	3307209	3307470	-	262	539
STM3144	NC_003197.2	3307485	3307840	-	356	654
STM3145	NC_003197.2	3307819	3308320	-	502	845
STM3146	NC_003197.2	3308300	3308805	-	506	1009
STM3147	NC_003197.2	3308794	3310511	-	1718	4858
STM3148	NC_003197.2	3310494	3311684	-	1191	3196
STM3149	NC_003197.2	3311662	3312663	-	1002	2342
STM3150	NC_003197.2	3312651	3313785	-	1135	3311
STM3151	NC_003197.2	3313959	3314257	-	299	1095
STM3152	NC_003197.2	3314331	3315981	-	1651	5212
STM3153	NC_003197.2	3316281	3316784	-	504	1897
STM3154	NC_003197.2	3317055	3317570	-	516	1903
STM3155	NC_003197.2	3317656	3318072	+	417	952
STM3156	NC_003197.2	3318053	3318463	+	411	1167
STM3157	NC_003197.2	3318573	3319471	+	899	3073
STM3158	NC_003197.2	3319584	3320023	-	440	1264
STM3159	NC_003197.2	3320016	3320763	-	748	1700
STM3160	NC_003197.2	3320743	3320892	-	150	220
STM3161	NC_003197.2	3320989	3322189	+	1201	3736
STM3162	NC_003197.2	3322318	3322988	+	671	2195
STM3163	NC_003197.2	3323052	3323983	-	932	3053
STM3164	NC_003197.2	3324131	3325307	+	1177	3540
STM3165	NC_003197.2	3325401	3326240	+	840	2807
STM3166	NC_003197.2	3326406	3327890	+	1485	4867
STM3167	NC_003197.2	3327929	3328390	+	462	1740
STM3168	NC_003197.2	3328945	3331127	-	2183	7313
STM3169	NC_003197.2	3331597	3332587	+	991	0
STM3170	NC_003197.2	3332622	3333111	+	490	0
STM3171	NC_003197.2	3333116	3334429	+	1314	180
STM3172	NC_003197.2	3334474	3335897	-	1424	4335
STM3173	NC_003197.2	3335960	3336706	-	747	2460
STM3174	NC_003197.2	3336954	3339227	-	2274	7504
STM3175	NC_003197.2	3339323	3340196	-	874	2759
STM3176	NC_003197.2	3340261	3340668	-	408	1433
STM3177	NC_003197.2	3340793	3341464	+	672	2146
STM3178	NC_003197.2	3341450	3342810	+	1361	4224
STM3179	NC_003197.2	3342906	3343498	+	593	1556
STM3180	NC_003197.2	3343518	3343844	+	327	954
STM3181	NC_003197.2	3343969	3345861	-	1893	5790
STM3182	NC_003197.2	3345889	3346480	-	592	1578
STM3183	NC_003197.2	3346470	3347308	-	839	2373
STM3184	NC_003197.2	3347322	3347753	-	432	971
STM3185	NC_003197.2	3347741	3348385	-	645	1855
STM3186	NC_003197.2	3348574	3350049	+	1476	4772
STM3187	NC_003197.2	3350249	3350933	+	685	2120
STM3188	NC_003197.2	3350926	3352102	+	1177	3518
STM3189	NC_003197.2	3352164	3353007	-	844	2777
STM3190	NC_003197.2	3353081	3353866	+	786	2618
STM3191	NC_003197.2	3354502	3355474	+	973	2986
STM3192	NC_003197.2	3355510	3356304	+	795	2098
STM3193	NC_003197.2	3356317	3356995	+	679	1687
STM3194	NC_003197.2	3357004	3357687	+	684	1934
STM3195	NC_003197.2	3357858	3358525	-	668	2433
STM3196	NC_003197.2	3358881	3359247	+	367	1334
STM3197	NC_003197.2	3359321	3359539	-	219	996
STM3198	NC_003197.2	3359775	3360408	+	634	1894
STM3199	NC_003197.2	3360413	3362106	+	1694	5048
STM3200	NC_003197.2	3362566	3364011	-	1446	4636
STM3201	NC_003197.2	3364047	3366905	-	2859	8911
STM3202	NC_003197.2	3367008	3368315	-	1308	4139
STM3203	NC_003197.2	3368551	3369165	+	615	1916
STM3204	NC_003197.2	3369216	3370469	+	1254	4107
STM3205	NC_003197.2	3370574	3371408	-	835	2660
STM3206	NC_003197.2	3371493	3371861	-	369	1192
STM3207	NC_003197.2	3371947	3372570	+	624	1991
STM3208	NC_003197.2	3372821	3373849	-	1029	3422
STM3209	NC_003197.2	3373960	3374277	+	318	1224
STM3210	NC_003197.2	3374504	3376258	+	1755	5276
STM3211	NC_003197.2	3376224	3378255	+	2032	5922
STM3212	NC_003197.2	3378379	3378896	-	518	1865
STM3213	NC_003197.2	3379011	3379083	+	73	355
STM3214	NC_003197.2	3379166	3379943	-	778	2494
STM3215	NC_003197.2	3380156	3380812	+	657	2012
STM3216	NC_003197.2	3380809	3382380	-	1572	4459
STM3217	NC_003197.2	3382762	3384294	-	1533	4713
STM3218	NC_003197.2	3384796	3386091	+	1296	4413
STM3219	NC_003197.2	3386250	3388280	+	2031	6772
STM3220	NC_003197.2	3388361	3389508	-	1148	3447
STM3221	NC_003197.2	3389572	3390080	+	509	1555
STM3222	NC_003197.2	3390213	3390924	+	712	2363
STM3223	NC_003197.2	3390994	3392011	+	1018	3355
STM3224	NC_003197.2	3392272	3393252	+	981	3024
STM3225	NC_003197.2	3393495	3394751	+	1257	4152
STM3226	NC_003197.2	3395189	3395863	+	675	2107
STM3227	NC_003197.2	3395854	3396250	+	397	1280
STM3228	NC_003197.2	3396379	3396763	+	385	1219
STM3229	NC_003197.2	3396793	3397110	+	318	623
STM3230	NC_003197.2	3397113	3397511	+	399	751
STM3231	NC_003197.2	3397491	3397807	+	317	833
STM3232	NC_003197.2	3397952	3398437	+	486	1471
STM3233	NC_003197.2	3398493	3399491	+	999	3336
STM3234	NC_003197.2	3399606	3399980	+	375	1051
STM3235	NC_003197.2	3400019	3400924	-	906	2541
STM3236	NC_003197.2	3401007	3401721	+	715	2038
STM3237	NC_003197.2	3401732	3401909	+	178	524
STM3238	NC_003197.2	3402022	3403344	-	1323	3773
STM3239	NC_003197.2	3403358	3404698	-	1341	3831
STM3240	NC_003197.2	3405005	3406374	-	1370	4636
STM3241	NC_003197.2	3406439	3408748	-	2310	6846
STM3242	NC_003197.2	3408767	3409988	-	1222	3352
STM3243	NC_003197.2	3410041	3411383	-	1343	3526
STM3244	NC_003197.2	3411393	3412399	-	1007	3116
STM3245	NC_003197.2	3412480	3413427	-	948	2950
STM3246	NC_003197.2	3414806	3415186	+	381	1274
STM3247	NC_003197.2	3415217	3416374	-	1158	3462
STM3248	NC_003197.2	3416460	3417368	-	909	2783
STM3249	NC_003197.2	3417376	3418158	-	783	2607
STM3250	NC_003197.2	3418659	3420247	+	1589	5160
STM3251	NC_003197.2	3420487	3421440	-	954	3112
STM3252	NC_003197.2	3421445	3422298	-	854	2459
STM3253	NC_003197.2	3422547	3423466	+	920	2855
STM3254	NC_003197.2	3423470	3424391	+	922	2392
STM3255	NC_003197.2	3424413	3425845	+	1433	3745
STM3256	NC_003197.2	3425825	3426638	+	814	2461
STM3257	NC_003197.2	3426824	3428107	+	1284	3891
STM3258	NC_003197.2	3428111	3428586	+	476	1010
STM3259	NC_003197.2	3428605	3428901	+	297	464
STM3260	NC_003197.2	3428893	3430278	+	1386	3801
STM3261	NC_003197.2	3430310	3431365	+	1056	3357
STM3262	NC_003197.2	3431463	3432249	+	787	2617
STM3263	NC_003197.2	3432407	3433282	-	876	2943
STM3264	NC_003197.2	3433323	3435376	+	2054	5804
STM3265	NC_003197.2	3435322	3435729	+	408	593
STM3266	NC_003197.2	3435741	3436341	+	601	1219
STM3267	NC_003197.2	3436340	3436926	+	587	1590
STM3268	NC_003197.2	3436993	3437680	-	688	2282
STM3269	NC_003197.2	3437749	3438277	+	529	1263
STM3270	NC_003197.2	3438257	3438710	-	454	959
STM3271	NC_003197.2	3438718	3439055	+	338	648
STM3272	NC_003197.2	3439042	3439555	-	514	1018
STM3273	NC_003197.2	3439539	3440078	-	540	1710
STM3274	NC_003197.2	3440269	3441275	+	1007	2969
STM3275	NC_003197.2	3441247	3442162	+	916	2773
STM3276	NC_003197.2	3442340	3443347	+	1008	3035
STM3277	NC_003197.2	3443325	3444050	-	726	0
STM3278	NC_003197.2	3444199	3444733	+	535	0
STM3279	NC_003197.2	3444794	3446123	-	1330	4077
STM3280	NC_003197.2	3446192	3448132	-	1941	5848
STM3281	NC_003197.2	3448260	3449151	-	892	2774
STM3282	NC_003197.2	3449254	3451401	-	2148	7060
STM3283	NC_003197.2	3451631	3451913	-	283	1236
STM3284	NC_003197.2	3452051	3453006	-	956	2720
STM3285	NC_003197.2	3452995	3453410	-	416	1458
STM3286	NC_003197.2	3453617	3456309	-	2693	8769
STM3287	NC_003197.2	3456320	3457839	-	1520	4382
STM3288	NC_003197.2	3457850	3458272	-	423	1202
STM3289	NC_003197.2	3458513	3458586	-	74	609
STM3290	NC_003197.2	3458864	3460273	+	1410	4581
STM3291	NC_003197.2	3460359	3461430	-	1072	0
STM3292	NC_003197.2	3461762	3461845	-	84	327
STM3293	NC_003197.2	3461859	3462207	-	349	1125
STM3294	NC_003197.2	3462414	3463767	-	1354	4477
STM3295	NC_003197.2	3463744	3464606	-	863	2539
STM3296	NC_003197.2	3464697	3466631	-	1935	5733
STM3297	NC_003197.2	3466735	3467374	-	640	2213
STM3298	NC_003197.2	3467431	3467781	+	351	1189
STM3299	NC_003197.2	3467937	3468425	-	489	2019
STM3300	NC_003197.2	3468641	3470094	+	1454	4746
STM3301	NC_003197.2	3470226	3471410	-	1185	3827
STM3303	NC_003197.2	3472508	3472781	-	274	879
STM3304	NC_003197.2	3472785	3473108	-	324	869
STM3305	NC_003197.2	3473342	3474325	+	984	3403
STM3306	NC_003197.2	3474541	3474844	+	304	1181
STM3307	NC_003197.2	3474902	3476173	-	1272	3880
STM3308	NC_003197.2	3476215	3476508	-	294	1066
STM3309	NC_003197.2	3476657	3476967	-	311	993
STM3310	NC_003197.2	3476953	3477603	-	651	1426
STM3311	NC_003197.2	3477607	3478173	-	567	1098
STM3312	NC_003197.2	3478163	3478963	-	801	1864
STM3313	NC_003197.2	3478953	3479777	-	825	2447
STM3314	NC_003197.2	3479967	3480955	+	989	2760
STM3315	NC_003197.2	3480956	3481955	+	1000	2665
STM3316	NC_003197.2	3481962	3482542	+	581	1183
STM3317	NC_003197.2	3482519	3483114	+	596	1079
STM3318	NC_003197.2	3483067	3483637	+	571	1262
STM3319	NC_003197.2	3483644	3484369	+	726	1665
STM3320	NC_003197.2	3484314	3485850	+	1537	4304
STM3321	NC_003197.2	3485861	3486160	+	300	806
STM3322	NC_003197.2	3486259	3486769	+	511	1540
STM3323	NC_003197.2	3486800	3487669	+	870	2168
STM3324	NC_003197.2	3487649	3487938	+	290	893
STM3325	NC_003197.2	3488176	3488819	+	644	2052
STM3326	NC_003197.2	3488894	3489630	-	737	1976
STM3327	NC_003197.2	3489619	3490288	-	670	2056
STM3328	NC_003197.2	3490499	3492847	-	2349	7287
STM3329	NC_003197.2	3492929	3493876	-	948	3299
STM3330	NC_003197.2	3494517	3498990	+	4474	13899
STM3331	NC_003197.2	3498989	3500418	+	1430	4478
STM3332	NC_003197.2	3500615	3501728	+	1114	3420
STM3333	NC_003197.2	3501797	3503098	+	1302	3537
STM3334	NC_003197.2	3503075	3504365	+	1291	3653
STM3335	NC_003197.2	3504448	3504928	-	481	1430
STM3336	NC_003197.2	3504912	3505798	-	887	2126
STM3337	NC_003197.2	3505784	3506484	-	701	2017
STM3338	NC_003197.2	3506520	3508010	-	1491	4650
STM3339	NC_003197.2	3508126	3509028	-	903	3134
STM3340	NC_003197.2	3509154	3509945	-	792	2670
STM3341	NC_003197.2	3510054	3510569	-	516	1521
STM3342	NC_003197.2	3510560	3511210	-	651	1760
STM3343	NC_003197.2	3511461	3512217	-	757	0
STM3344	NC_003197.2	3512413	3512811	-	399	1299
STM3345	NC_003197.2	3512821	3513264	-	444	1458
STM3346	NC_003197.2	3513552	3514695	-	1144	3797
STM3347	NC_003197.2	3514856	3515267	+	412	1715
STM3348	NC_003197.2	3515404	3516791	+	1388	4806
STM3349	NC_003197.2	3516884	3517954	+	1071	3273
STM3350	NC_003197.2	3517988	3518719	-	732	1933
STM3351	NC_003197.2	3518739	3520046	-	1308	1880
STM3352	NC_003197.2	3520053	3521835	-	1783	2415
STM3353	NC_003197.2	3521844	3522103	-	260	583
STM3354	NC_003197.2	3522254	3522887	-	634	1778
